ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate      
4509,Georgia,07-11-2020,114401,2996,,111405.0,1077.4836794201378,1064873.0,13205.0,2.6188582267637517,10029.4864394119,11.542731269831558
4510,Hawaii,07-11-2020,1200,19,847.0,334.0,84.75342403833116,92234.0,125.0,1.5833333333333333,6514.2894272928625,10.416666666666666
4511,Idaho,07-11-2020,10506,102,3066.0,7338.0,587.8913190063038,122349.0,449.0,0.9708737864077671,6846.365409204477,4.2737483342851705
4512,Illinois,07-11-2020,154094,7369,,146725.0,1216.0367479938361,1945220.0,,4.782145962853843,15350.753455245305,
4513,Indiana,07-11-2020,51079,2756,38441.0,9882.0,758.7245750621007,558146.0,7458.0,5.395563734607177,8290.669094395176,14.600912312300556
4514,Iowa,07-11-2020,34658,748,26104.0,7806.0,1098.485928996821,368361.0,,2.1582318656587223,11675.208473979976,
4515,Kansas,07-11-2020,18687,295,905.0,17487.0,641.4344626085621,217779.0,1304.0,1.5786375555198802,7475.301323509927,6.978113126772622
4516,Kentucky,07-11-2020,19121,622,5322.0,13177.0,427.98566502069417,437902.0,2779.0,3.2529679410072694,9801.56784079766,14.533758694628945
4517,Louisiana,07-11-2020,76803,3403,46334.0,27066.0,1652.1059010143274,924447.0,,4.430816504563624,19885.7381075608,
4518,Maine,07-11-2020,3520,112,2972.0,436.0,261.86345606199023,118427.0,368.0,3.1818181818181817,8810.143042912874,10.454545454545457
4519,Maryland,07-11-2020,72467,3310,5190.0,63967.0,1198.6575538235566,629277.0,11353.0,4.56759628520568,10408.70505881886,15.666441276719059
4520,Massachusetts,07-11-2020,111398,8310,94347.0,8741.0,1616.2198260922048,946334.0,11600.0,7.459738954020718,13729.90334570765,10.413113341352627
4521,Michigan,07-11-2020,76370,6313,53867.0,16190.0,764.705051849646,1274122.0,,8.26633494827812,12757.987823396292,
4522,Minnesota,07-11-2020,41571,1537,36012.0,4022.0,737.1225640254543,742095.0,4366.0,3.6972889754877203,13158.571339406542,10.502513771619636
4523,Mississippi,07-11-2020,35419,1230,22167.0,12022.0,1190.0949851637133,334343.0,3495.0,3.47271238600751,11234.081358157808,9.867585194387194
4524,Missouri,07-11-2020,27606,1091,,26515.0,449.79753733974565,474550.0,,3.9520394117220894,7732.066266194894,
4525,Montana,07-11-2020,1677,29,864.0,784.0,156.9081698912216,113359.0,127.0,1.72927847346452,10606.4121828855,7.5730471079308295
4526,Nebraska,07-11-2020,20998,285,15499.0,5214.0,1085.5000599666666,203854.0,1419.0,1.3572721211543957,10538.314564455895,6.757786455852939
4527,Nevada,07-11-2020,26838,592,764.0,25482.0,871.3195045965206,341233.0,,2.2058275579402338,11078.432391086688,
4528,New Hampshire,07-11-2020,6024,391,4897.0,736.0,443.035321476402,132302.0,585.0,6.49070385126162,9730.15589342147,9.711155378486056
4529,New Jersey,07-11-2020,174959,15525,31092.0,128342.0,1969.7732203431813,1661284.0,20632.0,8.87350750747318,18703.54045567591,11.7924770946336
4530,New Mexico,07-11-2020,14773,543,6181.0,8049.0,704.5400459455682,403581.0,2161.0,3.6756244500101536,19247.20613841186,14.628037636228257
4531,New York,07-11-2020,401029,32343,71477.0,297209.0,2061.4683347691457,4610777.0,89995.0,8.065002780347555,23701.454967550668,22.441020474828505
4532,North Carolina,07-11-2020,83906,1513,55318.0,27075.0,800.0126619885957,1176058.0,,1.8032083522036564,11213.277849414631,
4533,North Dakota,07-11-2020,4243,87,3533.0,623.0,556.7788447659115,120851.0,263.0,2.05043601225548,15858.420968372651,6.198444496818288
4534,Ohio,07-11-2020,64214,3036,44101.0,17077.0,549.3493938797683,983035.0,8770.0,4.727940947456942,8409.843358342387,13.6574578752297
4535,Oklahoma,07-11-2020,19779,421,15136.0,4222.0,499.8520332850557,419816.0,1992.0,2.1285201476313262,10609.529359704684,10.071287729409981
4536,Oregon,07-11-2020,11851,232,3009.0,8610.0,280.9800611085992,292183.0,1180.0,1.9576407054257023,6927.482676136516,9.95696565690659
4537,Pennsylvania,07-11-2020,99216,6897,72910.0,19409.0,775.0045715552483,912323.0,,6.951499758103533,7126.416059254542,
4538,Rhode Island,07-11-2020,17312,976,1685.0,14651.0,1634.19268785617,166655.0,2051.0,5.6377079482439925,15731.653326864023,11.847273567467651
4539,South Carolina,07-11-2020,54699,951,20956.0,32792.0,1062.381790870497,488090.0,3398.0,1.7386058246037406,9479.842927767982,6.212179381707162
4540,South Dakota,07-11-2020,7454,109,6470.0,875.0,842.5845438750978,89606.0,738.0,1.4623021196672927,10128.87451549128,9.900724443251944
4541,Tennessee,07-11-2020,61006,738,35435.0,24833.0,893.314476977743,1007114.0,3193.0,1.2097170770088188,14747.230045683416,5.233911418548995
4542,Texas,07-11-2020,254415,3138,127880.0,123397.0,877.4177270212967,2429624.0,,1.2334178409291905,8379.203928999432,
4543,Utah,07-11-2020,28855,212,16897.0,11746.0,900.0429824720098,405352.0,1797.0,0.7347080228729856,12643.708994316208,6.227690175012996
4544,Vermont,07-11-2020,1283,56,1066.0,161.0,205.61259894004544,75032.0,,4.36477007014809,12024.570945962187,
4545,Virginia,07-11-2020,69782,1962,9271.0,58549.0,817.5484115260008,786335.0,10291.0,2.811613310022642,9212.503656778224,14.747356051703877
4546,Washington,07-11-2020,39218,1424,,37794.0,515.0170855979197,668466.0,4662.0,3.6309857718394616,8778.403058322685,11.887398643480036
4547,West Virginia,07-11-2020,4146,96,2763.0,1287.0,231.3426298177549,203823.0,,2.315484804630969,11373.118388167937,
4548,Wisconsin,07-11-2020,35679,821,27909.0,6949.0,612.7849624401067,685584.0,3797.0,2.3010734605790515,11774.86941028443,10.642114409036127
4549,Wyoming,07-11-2020,1839,21,1361.0,457.0,317.7488384629872,39916.0,123.0,1.1419249592169658,6896.825794501685,6.688417618270799
4550,Alabama,07-12-2020,53587,1121,25783.0,26683.0,1092.9018586898108,511506.0,6745.0,2.091925280385168,10432.117083079671,12.587008042995505
4551,Alaska,07-12-2020,1479,17,615.0,847.0,202.17484912069665,145475.0,,1.1494252873563218,19885.994709826464,
4552,Arizona,07-12-2020,122467,2237,14829.0,105401.0,1682.5355347652614,696172.0,5795.0,1.8266145165636456,9564.487807397923,4.731886957302784
4553,Arkansas,07-12-2020,28367,321,21591.0,6455.0,939.988150323878,382402.0,1822.0,1.131596573483273,12671.53201467027,6.422956251982938
4554,California,07-12-2020,324543,7051,,317492.0,821.3736797344964,5406599.0,,2.172593462191451,13683.358185136787,
4555,Colorado,07-12-2020,36895,1725,4749.0,30421.0,640.6787878451105,392103.0,5885.0,4.675430275105028,6808.837911652835,15.950670822604687
4556,Connecticut,07-12-2020,47287,4348,8351.0,34588.0,1326.316787400285,558209.0,10552.0,9.194916150316157,15656.776018312132,22.314801108126968
4557,Delaware,07-12-2020,12804,517,7120.0,5167.0,1314.8976548732546,137409.0,,4.037800687285223,14111.1193266541,
4558,Florida,07-12-2020,269811,4242,,265569.0,1256.2357011821125,2574007.0,18590.0,1.572211659272602,11984.535428476473,6.890008190918827
4559,Georgia,07-12-2020,116935,3003,,113932.0,1101.350111039185,1083416.0,13259.0,2.5680933852140084,10204.133338193267,11.338777953563945
4560,Hawaii,07-12-2020,1220,19,872.0,329.0,86.16598110563666,93920.0,125.0,1.5573770491803278,6633.367988066718,10.245901639344263
4561,Idaho,07-12-2020,10903,102,3114.0,7687.0,610.1065154317274,125261.0,468.0,0.9355223333027608,7009.3141547733285,4.29239658809502
4562,Illinois,07-12-2020,155048,7388,,147660.0,1223.5652634297785,1984114.0,,4.764976007429957,15657.68645248382,
4563,Indiana,07-12-2020,51612,2760,38623.0,10229.0,766.6417268956936,564647.0,7527.0,5.3475935828877015,8387.234580455568,14.583817716810046
4564,Iowa,07-12-2020,35410,752,26234.0,8424.0,1122.320582427648,374413.0,,2.123693871787631,11867.02672206956,
4565,Kansas,07-12-2020,18981,297,905.0,17779.0,651.5260627587687,217779.0,1304.0,1.5647226173541964,7475.301323509927,6.870027922659503
4566,Kentucky,07-12-2020,19389,625,5322.0,13442.0,433.98431353413736,438170.0,2779.0,3.223477229356852,9807.566489311102,14.332869152612306
4567,Louisiana,07-12-2020,78122,3416,46334.0,28372.0,1680.4788510740634,934995.0,,4.372647909679732,20112.635664217432,
4568,Maine,07-12-2020,3539,114,2994.0,431.0,263.2769235805066,122314.0,371.0,3.2212489403786377,9099.308739990418,10.483187341056796
4569,Maryland,07-12-2020,73109,3319,5230.0,64560.0,1209.2767066731947,643391.0,11420.0,4.539796741851209,10642.16101414564,15.620511838487735
4570,Massachusetts,07-12-2020,111597,8325,94347.0,8925.0,1619.1070210633206,957480.0,11608.0,7.459877953708433,13891.615281125014,10.401713307705405
4571,Michigan,07-12-2020,76776,6314,53867.0,16595.0,768.7703949300566,1296155.0,,8.223924142961343,12978.607784210788,
4572,Minnesota,07-12-2020,42281,1540,36582.0,4159.0,749.7120379485755,755052.0,4399.0,3.642297958894066,13388.320372676799,10.404200468295453
4573,Mississippi,07-12-2020,36287,1249,22167.0,12871.0,1219.2601916100302,335211.0,3495.0,3.442004023479483,11263.246564604124,9.631548488439382
4574,Missouri,07-12-2020,27880,1092,,26788.0,454.2619481646057,485508.0,,3.916786226685797,7910.6101122489745,
4575,Montana,07-12-2020,1758,29,865.0,864.0,164.48691870528774,114661.0,128.0,1.6496018202502845,10728.233552711601,7.281001137656427
4576,Nebraska,07-12-2020,21172,285,15724.0,5163.0,1094.495059987345,208103.0,1421.0,1.346117513697336,10757.968329328665,6.711694691101455
4577,Nevada,07-12-2020,27683,593,764.0,26326.0,898.7531800337385,347556.0,,2.1421088754831485,11283.714201488496,
4578,New Hampshire,07-12-2020,6054,391,5013.0,650.0,445.2416726789737,133389.0,589.0,6.458539808391147,9810.099351994651,9.729104724149323
4579,New Jersey,07-12-2020,175298,15525,31190.0,128583.0,1973.58984664818,1685604.0,20632.0,8.856347476867963,18977.3468029844,11.769672215313351
4580,New Mexico,07-12-2020,15028,545,6271.0,8212.0,716.7012665315103,410754.0,2187.0,3.6265637476710135,19589.294119835242,14.55283470854405
4581,New York,07-12-2020,401706,32350,71565.0,297791.0,2064.9484174131408,4673195.0,89995.0,8.053153301170507,24022.31139070117,22.403200350505095
4582,North Carolina,07-12-2020,85771,1522,55318.0,28931.0,817.7947468765506,1199575.0,,1.7744925440999872,11437.503742342264,
4583,North Dakota,07-12-2020,4334,87,3570.0,677.0,568.7201303830923,122479.0,271.0,2.0073834794646976,16072.051880293204,6.252884171665897
4584,Ohio,07-12-2020,65592,3058,44663.0,17871.0,561.1381543489233,1006386.0,8842.0,4.662153921209903,8609.61066292529,13.480302475911696
4585,Oklahoma,07-12-2020,20235,422,15485.0,4328.0,511.3759994703019,420272.0,2032.0,2.0854954287126266,10621.053325889929,10.042006424511985
4586,Oregon,07-12-2020,12170,234,3009.0,8927.0,288.5433586778882,296172.0,1180.0,1.922760887428102,7022.059459847781,9.695973705834016
4587,Pennsylvania,07-12-2020,99794,6904,73354.0,19536.0,779.5194949784757,924284.0,,6.918251598292482,7219.846853485033,
4588,Rhode Island,07-12-2020,17312,976,1685.0,14651.0,1634.19268785617,166655.0,2051.0,5.6377079482439925,15731.653326864023,11.847273567467651
4589,South Carolina,07-12-2020,56648,961,20957.0,34730.0,1100.2359035673762,492508.0,3398.0,1.6964411806242057,9565.650762501084,5.998446547097868
4590,South Dakota,07-12-2020,7499,109,6522.0,868.0,847.6712496001284,90608.0,738.0,1.4535271369515936,10242.138496301965,9.841312174956661
4591,Tennessee,07-12-2020,61960,741,35855.0,25364.0,907.2839555706153,1018015.0,3250.0,1.195932859909619,14906.854035348933,5.2453195610071015
4592,Texas,07-12-2020,262762,3216,132638.0,126908.0,906.2045743669593,2492754.0,,1.2239212671543072,8596.924508001672,
4593,Utah,07-12-2020,29484,215,17303.0,11966.0,919.6627030048427,413058.0,1824.0,0.7292090625423959,12884.073964786812,6.186406186406187
4594,Vermont,07-12-2020,1296,56,1089.0,151.0,207.69596899945356,75851.0,,4.320987654320987,12155.8232597049,
4595,Virginia,07-12-2020,70670,1966,9310.0,59394.0,827.9519968264377,804045.0,10355.0,2.7819442479128345,9419.989575326352,14.652610725909154
4596,Washington,07-12-2020,40656,1438,,39218.0,533.901132950916,668466.0,4662.0,3.5369933097205823,8778.403058322685,11.46694214876033
4597,West Virginia,07-12-2020,4244,96,2806.0,1342.0,236.8109312461534,207036.0,,2.2620169651272386,11552.40055642757,
4598,Wisconsin,07-12-2020,36448,820,28318.0,7310.0,625.9924972958045,693229.0,3824.0,2.2497805092186134,11906.171886190552,10.491659350307287
4599,Wyoming,07-12-2020,1862,21,1372.0,469.0,321.7228587374019,39939.0,124.0,1.1278195488721805,6900.799814776097,6.659505907626207
4600,Alabama,07-13-2020,55545,1124,25783.0,28638.0,1132.8350857656808,519604.0,6745.0,2.0235844810514,10597.275036532375,12.143307228373391
4601,Alaska,07-13-2020,1539,17,620.0,902.0,210.37666855764166,146590.0,,1.1046133853151396,20038.411854363025,
4602,Arizona,07-13-2020,123824,2246,15254.0,106324.0,1701.1789302977436,702426.0,5839.0,1.8138648404186588,9650.409543330232,4.715564026359995
4603,Arkansas,07-13-2020,28939,323,22106.0,6510.0,958.9423302507387,382974.0,1836.0,1.1161408479906008,12690.486194597132,6.344379556999205
4604,California,07-13-2020,333357,7089,,326268.0,843.6807010326904,5544365.0,,2.126549015019933,14032.024976170032,
4605,Colorado,07-13-2020,37218,1727,4780.0,30711.0,646.2876575692999,399365.0,5895.0,4.640227846740824,6934.941973377491,15.839110108012251
4606,Connecticut,07-13-2020,47510,4371,8351.0,34788.0,1332.5715433287696,589318.0,10552.0,9.20016838560303,16529.3284944522,22.210061039781102
4607,Delaware,07-13-2020,12879,517,7139.0,5223.0,1322.5997264224186,139363.0,,4.014286823511142,14311.783964081646,
4608,Florida,07-13-2020,282435,4277,,278158.0,1315.0128432990869,2639574.0,18817.0,1.5143307309646468,12289.814331928916,6.662417901464053
4609,Georgia,07-13-2020,120572,3026,,117546.0,1135.6051275342425,1107967.0,13476.0,2.5097037454798787,10435.366472636531,11.176724280927576
4610,Hawaii,07-13-2020,1243,22,890.0,331.0,87.79042173303803,95170.0,125.0,1.7699115044247788,6721.652804773313,10.056315366049882
4611,Idaho,07-13-2020,11404,102,3179.0,8123.0,638.1413099131818,127132.0,477.0,0.8944230094703612,7114.01096210826,4.182742897229042
4612,Illinois,07-13-2020,155931,7394,,148537.0,1230.5334805471132,2014126.0,,4.741840942468143,15894.526919217056,
4613,Indiana,07-13-2020,52037,2762,38914.0,10361.0,772.9546528418043,570409.0,7574.0,5.307761784883833,8472.823002341427,14.55502815304495
4614,Iowa,07-13-2020,35631,755,26664.0,8212.0,1129.3251813747395,376716.0,,2.11894137127782,11940.020348201464,
4615,Kansas,07-13-2020,19645,298,920.0,18427.0,674.3179760231818,231175.0,1343.0,1.5169254263171292,7935.121308585343,6.836345125986256
4616,Kentucky,07-13-2020,19653,629,5344.0,13680.0,439.89342998021567,441885.0,2791.0,3.2005291812954764,9890.719396876182,14.201394189182313
4617,Louisiana,07-13-2020,79827,3423,46334.0,30070.0,1717.1550298851705,953426.0,,4.2880228494118535,20509.104081617726,
4618,Maine,07-13-2020,3558,114,3008.0,436.0,264.6903910990231,123962.0,372.0,3.2040472175379433,9221.908448964896,10.455311973018551
4619,Maryland,07-13-2020,73527,3325,5230.0,64972.0,1216.1907345410275,651957.0,11467.0,4.522148326465109,10783.848963226634,15.595631536714404
4620,Massachusetts,07-13-2020,111827,8330,94347.0,9150.0,1622.443980075163,966143.0,11611.0,7.4490060539941165,14017.302567731926,10.383002316077512
4621,Michigan,07-13-2020,77198,6321,53867.0,17010.0,772.9959485752124,1313427.0,,8.188035959480816,13151.555088853278,
4622,Minnesota,07-13-2020,42772,1542,37199.0,4031.0,758.4182797742833,768989.0,4424.0,3.6051622556812872,13635.446426291643,10.343215187505844
4623,Mississippi,07-13-2020,36680,1250,25932.0,9498.0,1232.4651756346875,343415.0,3530.0,3.4078516902944385,11538.904806177381,9.623773173391497
4624,Missouri,07-13-2020,28289,1105,,27184.0,460.9259774615686,495777.0,,3.906111916292552,8077.927757360249,
4625,Montana,07-13-2020,1843,32,875.0,936.0,172.43992672004848,118695.0,133.0,1.7362995116657622,11105.673956612129,7.216494845360825
4626,Nebraska,07-13-2020,21399,288,15860.0,5251.0,1106.2299163361608,211659.0,1421.0,1.3458572830506101,10941.79718032597,6.640497219496237
4627,Nevada,07-13-2020,28515,593,789.0,27133.0,925.7647989257688,353193.0,,2.0796072242679293,11466.72441265962,
4628,New Hampshire,07-13-2020,6068,391,5027.0,650.0,446.2713032401737,134866.0,589.0,6.4436387607119325,9918.725376201266,9.706657877389583
4629,New Jersey,07-13-2020,175522,15560,31261.0,128701.0,1976.1117472154956,1700385.0,20632.0,8.864985585852486,19143.758464973165,11.754651838515965
4630,New Mexico,07-13-2020,15291,548,6322.0,8421.0,729.2440156064229,418357.0,2204.0,3.583807468445491,19951.88925754079,14.41370740958734
4631,New York,07-13-2020,402263,32395,71643.0,298225.0,2067.811646412705,4724882.0,89995.0,8.053189082764263,24288.005676698467,22.37217939507238
4632,North Carolina,07-13-2020,87669,1529,67124.0,19016.0,835.8914745534074,1220486.0,,1.7440600440292464,11636.882389576593,
4633,North Dakota,07-13-2020,4442,87,3653.0,702.0,582.8922056210649,123878.0,277.0,1.9585772174696083,16255.6327437925,6.2359297613687525
4634,Ohio,07-13-2020,66853,3064,45194.0,18595.0,571.9259823254142,1024751.0,8915.0,4.583189983994735,8766.722844359276,13.335228037634812
4635,Oklahoma,07-13-2020,20746,424,15815.0,4507.0,524.2899177173651,420782.0,2063.0,2.043767473247855,10633.941972281324,9.944085606863974
4636,Oregon,07-13-2020,12438,237,3094.0,9107.0,294.89747701196166,300712.0,1234.0,1.9054510371442357,7129.7001211787265,9.921209197620195
4637,Pennsylvania,07-13-2020,100330,6911,73721.0,19698.0,783.7063443813303,931474.0,,6.888268713246287,7276.010001258398,
4638,Rhode Island,07-13-2020,17487,984,1691.0,14812.0,1650.7120802068414,173243.0,2066.0,5.627037227654831,16353.537651471028,11.814490764567964
4639,South Carolina,07-13-2020,58168,972,20957.0,36239.0,1129.7578385592985,507101.0,3398.0,1.6710218676935773,9849.080760749192,5.841699903727134
4640,South Dakota,07-13-2020,7524,109,6543.0,872.0,850.4971972251456,91378.0,742.0,1.4486975013290804,10329.177683152491,9.861775651249337
4641,Tennessee,07-13-2020,65274,749,36996.0,27529.0,955.8110541626263,1053961.0,3284.0,1.1474706621319362,15433.213445725647,5.03109967215124
4642,Texas,07-13-2020,269778,3276,136419.0,130083.0,930.4011145583056,2540125.0,,1.2143317839112158,8760.295988247433,
4643,Utah,07-13-2020,30030,216,17728.0,12086.0,936.6934938012288,418335.0,1850.0,0.7192807192807192,13048.673750560674,6.16050616050616
4644,Vermont,07-13-2020,1301,56,1096.0,149.0,208.49726517614891,76581.0,,4.304381245196002,12272.812501502429,
4645,Virginia,07-13-2020,71642,1968,9330.0,60344.0,839.3397050606999,814015.0,10459.0,2.746991987940035,9536.795594972022,14.598978252980096
4646,Washington,07-13-2020,41757,1399,,40358.0,533.901132950916,686005.0,4751.0,3.5369933097205823,9008.728028089166,11.685852026761117
4647,West Virginia,07-13-2020,4313,97,2825.0,1391.0,240.6610618436992,208225.0,,2.2490146070020867,11618.745560492527,
4648,Wisconsin,07-13-2020,36942,820,28670.0,7452.0,634.476921507397,699861.0,3850.0,2.219695739266959,12020.076139978572,10.421742190460725
4649,Wyoming,07-13-2020,1903,21,1372.0,510.0,328.8069818352717,39939.0,124.0,1.1035207566999474,6900.799814776097,6.51602732527588
4650,Alabama,07-14-2020,57255,1164,25783.0,30308.0,1167.7103760106952,529089.0,7123.0,2.0330102174482576,10790.720725406038,12.440834861584143
4651,Alaska,07-14-2020,1579,17,642.0,920.0,215.84454818227178,149473.0,,1.076630778974034,20432.50927830824,
4652,Arizona,07-14-2020,128097,2337,15678.0,110082.0,1759.8843312633255,721943.0,5942.0,1.8243986978617768,9918.547458295192,4.638672256180864
4653,Arkansas,07-14-2020,29812,331,22844.0,6637.0,987.8706503139367,390299.0,1872.0,1.1102911579229842,12933.212362366809,6.279350597075004
4654,California,07-14-2020,346211,7250,,338961.0,876.2124064748268,5674955.0,,2.0940986854837083,14362.53029853572,
4655,Colorado,07-14-2020,37668,1738,4808.0,31122.0,654.1018723553224,404955.0,5941.0,4.6139959647446105,7032.011885941637,15.772008070510779
4656,Connecticut,07-14-2020,47530,4372,8351.0,34807.0,1333.132507986033,591761.0,10552.0,9.198401009888492,16597.850327336902,22.200715337681466
4657,Delaware,07-14-2020,12969,518,7184.0,5267.0,1331.8422122814152,141600.0,,3.9941398720024672,14541.511084821375,
4658,Florida,07-14-2020,291629,4409,,287220.0,1357.819960268626,2685243.0,19201.0,1.5118523877940808,12502.448465590207,6.584050283065128
4659,Georgia,07-14-2020,123963,3054,,120909.0,1167.5431976290292,1131034.0,13685.0,2.463638343699329,10652.622580827758,11.039584392117005
4660,Hawaii,07-14-2020,1264,22,911.0,331.0,89.27360665370882,96070.0,128.0,1.7405063291139242,6785.217872802061,10.126582278481012
4661,Idaho,07-14-2020,11720,103,3262.0,8355.0,655.8239347757358,130284.0,500.0,0.878839590443686,7290.389549344875,4.266211604095563
4662,Illinois,07-14-2020,156638,7419,,149219.0,1236.1127891563494,2042572.0,,4.736398575058415,16119.009256838459,
4663,Indiana,07-14-2020,52685,2775,39155.0,10755.0,782.5800081666981,578409.0,7633.0,5.267153838853564,8591.654549562336,14.487994685394325
4664,Iowa,07-14-2020,35866,757,26952.0,8157.0,1136.7735105718734,380408.0,,2.1106340266547705,12057.03835414111,
4665,Kansas,07-14-2020,19887,299,920.0,18668.0,682.6246673032841,231175.0,1343.0,1.5034947453110072,7935.121308585343,6.753155327600945
4666,Kentucky,07-14-2020,20223,635,5389.0,14199.0,452.65174957970294,455556.0,2802.0,3.1399891212975324,10196.717620112304,13.855511051772735
4667,Louisiana,07-14-2020,82042,3445,46334.0,32263.0,1764.8017959066376,976455.0,,4.199068769654566,21004.479871553784,
4668,Maine,07-14-2020,3566,114,3062.0,390.0,265.28553531734576,125475.0,373.0,3.196859226023556,9334.465099255178,10.459899046550758
4669,Maryland,07-14-2020,74260,3334,5238.0,65688.0,1228.3150944145239,666069.0,11485.0,4.489631026124428,11017.27183708036,15.465930514408836
4670,Massachusetts,07-14-2020,112130,8340,94347.0,9443.0,1626.840060860329,978214.0,11625.0,7.43779541603496,14192.434881783876,10.367430660840096
4671,Michigan,07-14-2020,77864,6326,53867.0,17671.0,779.6647133327333,1333786.0,,8.124422069248947,13355.413019331309,
4672,Minnesota,07-14-2020,43170,1548,37749.0,3873.0,765.4754778325963,777614.0,4452.0,3.5858234885337037,13788.381936977448,10.312717164697707
4673,Mississippi,07-14-2020,37542,1272,25932.0,10338.0,1261.428779271468,350213.0,3585.0,3.388205210164616,11767.32078938252,9.549304778647912
4674,Missouri,07-14-2020,29240,1114,,28126.0,476.42106758726953,505103.0,,3.809849521203831,8229.880660107132,
4675,Montana,07-14-2020,1952,34,884.0,1034.0,182.63848993897702,121396.0,136.0,1.7418032786885247,11358.392481881177,6.967213114754099
4676,Nebraska,07-14-2020,21717,286,16025.0,5406.0,1122.6690543049865,216235.0,1431.0,1.3169406455771977,11178.355341789322,6.589307915457937
4677,Nevada,07-14-2020,29619,612,800.0,28207.0,961.6071393786548,360180.0,,2.0662412640534797,11693.563572754108,
4678,New Hampshire,07-14-2020,6091,392,5056.0,643.0,447.9628391621455,136028.0,589.0,6.4357248399277625,10004.184712780878,9.670004925299622
4679,New Jersey,07-14-2020,175915,15582,31318.0,129015.0,1980.536331692972,1721231.0,20632.0,8.85768695108433,19378.452836518918,11.728391552738538
4680,New Mexico,07-14-2020,15514,551,6363.0,8600.0,739.879122236482,424355.0,2227.0,3.5516307850973314,20237.940242146597,14.35477633105582
4681,New York,07-14-2020,403175,32408,71692.0,299075.0,2072.4997341103767,4784927.0,89995.0,8.038196812798413,24596.66381903036,22.321572518137284
4682,North Carolina,07-14-2020,90000,1571,67124.0,21305.0,858.1166970058592,1254846.0,,1.7455555555555555,11964.492275233491,
4683,North Dakota,07-14-2020,4493,88,3685.0,720.0,589.584574483441,125033.0,280.0,1.9586022701980856,16407.195215087486,6.231916314266638
4684,Ohio,07-14-2020,67995,3069,46282.0,18644.0,581.6957678521015,1043749.0,9049.0,4.5135671740569165,8929.25032722793,13.308331494962866
4685,Oklahoma,07-14-2020,21740,428,16635.0,4677.0,549.4101422527484,441294.0,2116.0,1.968721251149954,11152.318275772051,9.733210671573136
4686,Oregon,07-14-2020,12805,244,3129.0,9432.0,303.59882562615917,305456.0,1254.0,1.9055056618508397,7242.177499450535,9.793049590003903
4687,Pennsylvania,07-14-2020,101266,6931,74436.0,19899.0,791.0177082639267,947283.0,,6.844350522386585,7399.498624784008,
4688,Rhode Island,07-14-2020,17588,985,1692.0,14911.0,1660.2461295063724,174658.0,2070.0,5.600409370025016,16487.108738192175,11.76938821924039
4689,South Carolina,07-14-2020,60389,993,23849.0,35547.0,1172.8948238336795,517481.0,3744.0,1.6443392008478366,10050.684501022974,6.199804600175527
4690,South Dakota,07-14-2020,7572,109,6599.0,864.0,855.9230166651784,92164.0,744.0,1.4395139989434758,10418.02547648303,9.8256735340729
4691,Tennessee,07-14-2020,66788,767,38272.0,27749.0,977.9806459756334,1071888.0,3378.0,1.1484098939929328,15695.719570185207,5.05779481343954
4692,Texas,07-14-2020,279577,3362,142398.0,133817.0,964.1955697086768,2598680.0,,1.2025309664242767,8962.238464145994,
4693,Utah,07-14-2020,30478,226,18111.0,12141.0,950.6674759931352,424521.0,1888.0,0.7415184723407048,13241.626995737312,6.194632193713497
4694,Vermont,07-14-2020,1305,56,1099.0,150.0,209.13830211750528,77624.0,,4.291187739463601,12439.962883961096,
4695,Virginia,07-14-2020,72443,1977,9423.0,61043.0,848.7240201796751,830850.0,10550.0,2.729042143478321,9734.03023295947,14.563173805612688
4696,Washington,07-14-2020,42304,1404,,40900.0,555.5429340898158,708274.0,4778.0,3.3188350983358545,9301.168118842905,11.294440242057489
4697,West Virginia,07-14-2020,4407,97,2982.0,1328.0,245.9061672954284,214012.0,,2.201043793964148,11941.654339738872,
4698,Wisconsin,07-14-2020,37906,826,29275.0,7805.0,651.0335711834604,714544.0,3892.0,2.179074552841239,12272.255898478195,10.26750382525194
4699,Wyoming,07-14-2020,1950,22,1462.0,466.0,336.92780587429314,40028.0,128.0,1.1282051282051282,6916.177545403181,6.564102564102564
4700,Alabama,07-15-2020,59067,1211,29736.0,28120.0,1204.6659467264644,541049.0,7291.0,2.050214163576955,11034.643808055376,12.343609799041767
4701,Alaska,07-15-2020,1631,17,669.0,945.0,222.95279169429085,156093.0,,1.0423053341508275,21337.443356184518,
4702,Arizona,07-15-2020,131354,2434,16155.0,112765.0,1804.6312282782806,735962.0,6103.0,1.8530079023097887,10111.150083180868,4.6462231831539205
4703,Arkansas,07-15-2020,30297,335,23523.0,6439.0,1003.9419392379359,395776.0,1948.0,1.1057200382876191,13114.70194883432,6.429679506221738
4704,California,07-15-2020,354885,7375,,347510.0,898.1651070353598,5793276.0,,2.078137988362428,14661.984469970215,
4705,Colorado,07-15-2020,38137,1744,4844.0,31549.0,662.2460206545326,409990.0,5963.0,4.572986863151272,7119.444266936355,15.635734326244854
4706,Connecticut,07-15-2020,47636,4380,8351.0,34905.0,1336.1056206695282,604099.0,10552.0,9.19472667730288,16943.90942440258,22.151314132168952
4707,Delaware,07-15-2020,13050,521,7236.0,5293.0,1340.160449554512,143388.0,,3.9923371647509582,14725.12847055344,
